id;Product;Specification;Filename;Page
1;PERC H965i Adapter;RAID Levels: 0, 1, 5, 6, 10, 50, 60 (Qty=1);DataDELL1.pdf;Page 13
2;PERC H965i Adapter;Non-RAID Support: Yes (Qty=1);DataDELL1.pdf;Page 14
3;PERC H965i Adapter;Host Bus Type: 16-lane, PCIe 4 at 16Gbps (Qty=1);DataDELL1.pdf;Page 15
4;PERC H965i Adapter;Side-band Management: I2C, PCIe VDM (Qty=1);DataDELL1.pdf;Page 16
5;PERC H965i Adapter;Processor: Broadcom RAID-on-chip, SAS4116W chipset (Qty=1);DataDELL1.pdf;Page 17
6;PERC H965i Adapter;Battery (Energy Pack) Backup Unit: Yes (Qty=1);DataDELL1.pdf;Page 18
7;PERC H965i Adapter;Local Key Management Security: Yes (Qty=1);DataDELL1.pdf;Page 19
8;PERC H965i Adapter;Secure Enterprise Key Manager Security: Yes (Qty=1);DataDELL1.pdf;Page 20
9;PERC H965i Adapter;Controller Queue Depth: 8,192 (Qty=1);DataDELL1.pdf;Page 21
10;PERC H965i Adapter;Non-volatile Cache: Yes (Qty=1);DataDELL1.pdf;Page 22
11;PERC H965i Adapter;Cache Memory: 8 GB DDR4 3200 MT/s (Qty=1);DataDELL1.pdf;Page 23
12;PERC H965i Adapter;Cache Function: Write-back, read-ahead, write-through, always write-back, no read-ahead (Qty=1);DataDELL1.pdf;Page 24
13;PERC H965i Adapter;Max Number of VDs in RAID Mode: 240 (Qty=1);DataDELL1.pdf;Page 25
14;PERC H965i Adapter;Max Number of Disk Groups: 64 (Qty=1);DataDELL1.pdf;Page 26
15;PERC H965i Adapter;Max Number of VDs per Disk Group: 16 (Qty=1);DataDELL1.pdf;Page 27
16;PERC H965i Adapter;Hot-Swap Devices Supported: Yes (Qty=1);DataDELL1.pdf;Page 28
17;PERC H965i Adapter;Auto-Configure Behavior (Primary and Execute Once): Yes (Qty=1);DataDELL1.pdf;Page 29
18;PERC H965i Adapter;Hardware XOR Engine: Yes (Qty=1);DataDELL1.pdf;Page 30
19;PERC H965i Adapter;Online Capacity Expansion: Yes (Qty=1);DataDELL1.pdf;Page 31
20;PERC H965i Adapter;Supported Drive Types: 22.5 Gbps SAS, 12 Gbps SAS, 6 Gbps SATA, Gen3 (8 GT/s) and Gen4 (16 GT/s) NVMe (Qty=1);DataDELL1.pdf;Page 32
21;PERC H965i Adapter;VD Strip Element Size: Both 64 KB and 256 KB allowed on an HDD, Only 64 KB allowed on an SSD (Qty=1);DataDELL1.pdf;Page 33
22;PERC H965i Adapter;NVMe PCIe Support: Gen 4 (Qty=1);DataDELL1.pdf;Page 34
23;PERC H965i Adapter;SAS/SATA Physical Disks Support: 16 drives per controller (without SAS expander) (Qty=1);DataDELL1.pdf;Page 35
24;PERC H965i Adapter;NVMe Physical Drives Support: 8 drives per controller (without PCIe Switch Expander) (Qty=1);DataDELL1.pdf;Page 36
25;PERC H965i Adapter;Drive Sector Size Supported: 512B, 512e, and 4Kn (Qty=1);DataDELL1.pdf;Page 37
26;PERC H965i Adapter;Storage Boot Support: UEFI-only (Qty=1);DataDELL1.pdf;Page 38
27;PERC H965i Front;RAID Levels: 0, 1, 5, 6, 10, 50, 60 (Qty=1);DataDELL1.pdf;Page 13
28;PERC H965i Front;Non-RAID Support: Yes (Qty=1);DataDELL1.pdf;Page 14
29;PERC H965i Front;Host Bus Type: 16-lane, PCIe 4 at 16Gbps (Qty=1);DataDELL1.pdf;Page 15
30;PERC H965i Front;Side-band Management: I2C, PCIe VDM (Qty=1);DataDELL1.pdf;Page 16
31;PERC H965i Front;Processor: Broadcom RAID-on-chip, SAS4116W chipset (Qty=1);DataDELL1.pdf;Page 17
32;PERC H965i Front;Battery (Energy Pack) Backup Unit: Yes (Qty=1);DataDELL1.pdf;Page 18
33;PERC H965i Front;Local Key Management Security: Yes (Qty=1);DataDELL1.pdf;Page 19
34;PERC H965i Front;Secure Enterprise Key Manager Security: Yes (Qty=1);DataDELL1.pdf;Page 20
35;PERC H965i Front;Controller Queue Depth: 8,192 (Qty=1);DataDELL1.pdf;Page 21
36;PERC H965i Front;Non-volatile Cache: Yes (Qty=1);DataDELL1.pdf;Page 22
37;PERC H965i Front;Cache Memory: 8 GB DDR4 3200 MT/s (Qty=1);DataDELL1.pdf;Page 23
38;PERC H965i Front;Cache Function: Write-back, read-ahead, write-through, always write-back, no read-ahead (Qty=1);DataDELL1.pdf;Page 24
39;PERC H965i Front;Max Number of VDs in RAID Mode: 240 (Qty=1);DataDELL1.pdf;Page 25
40;PERC H965i Front;Max Number of Disk Groups: 64 (Qty=1);DataDELL1.pdf;Page 26
41;PERC H965i Front;Max Number of VDs per Disk Group: 16 (Qty=1);DataDELL1.pdf;Page 27
42;PERC H965i Front;Hot-Swap Devices Supported: Yes (Qty=1);DataDELL1.pdf;Page 28
43;PERC H965i Front;Auto-Configure Behavior (Primary and Execute Once): Yes (Qty=1);DataDELL1.pdf;Page 29
44;PERC H965i Front;Hardware XOR Engine: Yes (Qty=1);DataDELL1.pdf;Page 30
45;PERC H965i Front;Online Capacity Expansion: Yes (Qty=1);DataDELL1.pdf;Page 31
46;PERC H965i Front;Supported Drive Types: 22.5 Gbps SAS, 12 Gbps SAS, 6 Gbps SATA, Gen3 (8 GT/s) and Gen4 (16 GT/s) NVMe (Qty=1);DataDELL1.pdf;Page 32
47;PERC H965i Front;VD Strip Element Size: Both 64 KB and 256 KB allowed on an HDD, Only 64 KB allowed on an SSD (Qty=1);DataDELL1.pdf;Page 33
48;PERC H965i Front;NVMe PCIe Support: Gen 4 (Qty=1);DataDELL1.pdf;Page 34
49;PERC H965i Front;SAS/SATA Physical Disks Support: 16 drives per controller (without SAS expander) (Qty=1);DataDELL1.pdf;Page 35
50;PERC H965i Front;NVMe Physical Drives Support: 8 drives per controller (without PCIe Switch Expander) (Qty=1);DataDELL1.pdf;Page 36
51;PERC H965i Front;Drive Sector Size Supported: 512B, 512e, and 4Kn (Qty=1);DataDELL1.pdf;Page 37
52;PERC H965i Front;Storage Boot Support: UEFI-only (Qty=1);DataDELL1.pdf;Page 38
53;PERC H965i MX;RAID Levels: 0, 1, 5, 6, 10, 50, 60 (Qty=1);DataDELL1.pdf;Page 13
54;PERC H965i MX;Non-RAID Support: Yes (Qty=1);DataDELL1.pdf;Page 14
55;PERC H965i MX;Host Bus Type: 16-lane, PCIe 4 at 16Gbps (Qty=1);DataDELL1.pdf;Page 15
56;PERC H965i MX;Side-band Management: I2C, PCIe VDM (Qty=1);DataDELL1.pdf;Page 16
57;PERC H965i MX;Processor: Broadcom RAID-on-chip, SAS4116W chipset (Qty=1);DataDELL1.pdf;Page 17
58;PERC H965i MX;Battery (Energy Pack) Backup Unit: Yes (Qty=1);DataDELL1.pdf;Page 18
59;PERC H965i MX;Local Key Management Security: Yes (Qty=1);DataDELL1.pdf;Page 19
60;PERC H965i MX;Secure Enterprise Key Manager Security: Yes (Qty=1);DataDELL1.pdf;Page 20
61;PERC H965i MX;Controller Queue Depth: 8,192 (Qty=1);DataDELL1.pdf;Page 21
62;PERC H965i MX;Non-volatile Cache: Yes (Qty=1);DataDELL1.pdf;Page 22
63;PERC H965i MX;Cache Memory: 8 GB DDR4 3200 MT/s (Qty=1);DataDELL1.pdf;Page 23
64;PERC H965i MX;Cache Function: Write-back, read-ahead, write-through, always write-back, no read-ahead (Qty=1);DataDELL1.pdf;Page 24
65;PERC H965i MX;Max Number of VDs in RAID Mode: 240 (Qty=1);DataDELL1.pdf;Page 25
66;PERC H965i MX;Max Number of Disk Groups: 64 (Qty=1);DataDELL1.pdf;Page 26
67;PERC H965i MX;Max Number of VDs per Disk Group: 16 (Qty=1);DataDELL1.pdf;Page 27
68;PERC H965i MX;Hot-Swap Devices Supported: Yes (Qty=1);DataDELL1.pdf;Page 28
69;PERC H965i MX;Auto-Configure Behavior (Primary and Execute Once): Yes (Qty=1);DataDELL1.pdf;Page 29
70;PERC H965i MX;Hardware XOR Engine: Yes (Qty=1);DataDELL1.pdf;Page 30
71;PERC H965i MX;Online Capacity Expansion: Yes (Qty=1);DataDELL1.pdf;Page 31
72;PERC H965i MX;Supported Drive Types: 22.5 Gbps SAS, 12 Gbps SAS, 6 Gbps SATA, Gen3 (8 GT/s) and Gen4 (16 GT/s) NVMe (Qty=1);DataDELL1.pdf;Page 32
73;PERC H965i MX;VD Strip Element Size: Both 64 KB and 256 KB allowed on an HDD, Only 64 KB allowed on an SSD (Qty=1);DataDELL1.pdf;Page 33
74;PERC H965i MX;NVMe PCIe Support: Gen 4 (Qty=1);DataDELL1.pdf;Page 34
75;PERC H965i MX;SAS/SATA Physical Disks Support: Limited by platform, 8 drives per controller (Qty=1);DataDELL1.pdf;Page 35
76;PERC H965i MX;NVMe Physical Drives Support: 8 drives per controller (Qty=1);DataDELL1.pdf;Page 36
77;PERC H965i MX;Drive Sector Size Supported: 512B, 512e, and 4Kn (Qty=1);DataDELL1.pdf;Page 37
78;PERC H965i MX;Storage Boot Support: UEFI-only (Qty=1);DataDELL1.pdf;Page 38
79;PERC H965e Adapter;RAID Levels: 0, 1, 5, 6, 10, 50, 60 (Qty=1);DataDELL1.pdf;Page 13
80;PERC H965e Adapter;Non-RAID Support: Yes (Qty=1);DataDELL1.pdf;Page 14
81;PERC H965e Adapter;Host Bus Type: 16-lane, PCIe 4 at 16Gbps (Qty=1);DataDELL1.pdf;Page 15
82;PERC H965e Adapter;Side-band Management: I2C, PCIe VDM (Qty=1);DataDELL1.pdf;Page 16
83;PERC H965e Adapter;Enclosures per Port: 4 (Qty=1);DataDELL1.pdf;Page 17
84;PERC H965e Adapter;Processor: Broadcom RAID-on-chip, SAS4116W chipset (Qty=1);DataDELL1.pdf;Page 18
85;PERC H965e Adapter;Battery (Energy Pack) Backup Unit: Yes (Qty=1);DataDELL1.pdf;Page 19
86;PERC H965e Adapter;Local Key Management Security: Yes (Qty=1);DataDELL1.pdf;Page 20
87;PERC H965e Adapter;Secure Enterprise Key Manager Security: Yes (Qty=1);DataDELL1.pdf;Page 21
88;PERC H965e Adapter;Controller Queue Depth: 8,192 (Qty=1);DataDELL1.pdf;Page 22
89;PERC H965e Adapter;Non-volatile Cache: Yes (Qty=1);DataDELL1.pdf;Page 23
90;PERC H965e Adapter;Cache Memory: 8 GB DDR4 3200 MT/s (Qty=1);DataDELL1.pdf;Page 24
91;PERC H965e Adapter;Cache Function: Write-back, read-ahead, write-through, always write-back, no read-ahead (Qty=1);DataDELL1.pdf;Page 25
92;PERC H965e Adapter;Max Number of VDs in RAID Mode: 240 (Qty=1);DataDELL1.pdf;Page 26
93;PERC H965e Adapter;Max Number of Disk Groups: 64 (Qty=1);DataDELL1.pdf;Page 27
94;PERC H965e Adapter;Max Number of VDs per Disk Group: 16 (Qty=1);DataDELL1.pdf;Page 28
95;PERC H965e Adapter;Hot-Swap Devices Supported: Yes (Qty=1);DataDELL1.pdf;Page 29
96;PERC H965e Adapter;Auto-Configure Behavior (Primary and Execute Once): Yes (Qty=1);DataDELL1.pdf;Page 30
97;PERC H965e Adapter;Hardware XOR Engine: Yes (Qty=1);DataDELL1.pdf;Page 31
98;PERC H965e Adapter;Online Capacity Expansion: Yes (Qty=1);DataDELL1.pdf;Page 32
99;PERC H965e Adapter;Supported Drive Types: 22.5 Gbps SAS, 12 Gbps SAS (Qty=1);DataDELL1.pdf;Page 33
100;PERC H965e Adapter;VD Strip Element Size: Both 64 KB and 256 KB allowed on an HDD, Only 64 KB allowed on an SSD (Qty=1);DataDELL1.pdf;Page 34
101;PERC H965e Adapter;NVMe PCIe Support: Gen 4 (Qty=1);DataDELL1.pdf;Page 35
102;PERC H965e Adapter;SAS/SATA Physical Disks Support: 240 SAS drives (Qty=1);DataDELL1.pdf;Page 36
103;PERC H965e Adapter;Drive Sector Size Supported: 512B, 512e, and 4Kn (Qty=1);DataDELL1.pdf;Page 37
104;PERC H965e Adapter;Storage Boot Support: No boot support (Qty=1);DataDELL1.pdf;Page 38
105;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Specification each unit : (Qty=1);BOQ1.pdf;1
106;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Trusted Platform Module 2.0 V3 (Qty=1);BOQ1.pdf;1
107;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;"2.5"" Chassis with up to 8 NVMe HWRAID Drives, Front PERC 12 (Qty=1)";BOQ1.pdf;1
108;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Intel  Xeon  Gold 6444Y 3.6G, 16C/32T, 16GT/s, 45M Cache, Turbo, HT (270W) DDR5-4800 (Qty=1);BOQ1.pdf;1
109;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Intel  Xeon  Gold 6444Y 3.6G, 16C/32T, 16GT/s, 45M Cache, Turbo, HT (270W) DDR5-4800 (Qty=1);BOQ1.pdf;1
110;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Heatsink for 2 CPU configuration (CPU greater than 165W) (Qty=1);BOQ1.pdf;1
111;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Performance Optimized (Qty=1);BOQ1.pdf;1
112;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;4800MT/s RDIMMs (Qty=1);BOQ1.pdf;1
113;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;16GB RDIMM, 4800MT/s Single Rank (Qty=16);BOQ1.pdf;1
114;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;C33, RAID 1 with NVMe and front PERC (Qty=1);BOQ1.pdf;1
115;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;PERC H965i Controller, Front (Qty=1);BOQ1.pdf;1
116;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Front PERC Mechanical Parts, rear load (Qty=1);BOQ1.pdf;1
117;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;BOSS-N1 controller card + with 2 M.2 480GB (RAID 1) (Qty=1);BOQ1.pdf;1
118;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;BOSS Cables and Bracket for R760 (Riser 1) (Qty=1);BOQ1.pdf;1
119;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;1.6TB Enterprise NVMe Mixed Use AG Drive U.2 Gen4 with carrier (Qty=2);BOQ1.pdf;1
120;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Performance BIOS Setting (Qty=1);BOQ1.pdf;1
121;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;UEFI BIOS Boot Mode with GPT Partition (Qty=1);BOQ1.pdf;1
122;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Very High Performance Fan x6 (Qty=1);BOQ1.pdf;1
123;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Dual, Hot-Plug,Power Supply Redundant (1+1), 1400W, Mixed Mode (Qty=1);BOQ1.pdf;1
124;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Jumper Cord - C13/C14, 4M, 250V, 10A (US, EU, TW, APCC countries except ANZ) (Qty=2);BOQ1.pdf;1
125;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Power Cord - C13, 1.9M, 250V, 10A (Indonesia, Laos, Vietnam) (Qty=2);BOQ1.pdf;1
126;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Riser Config 1, 6x8 FH Slots (Gen4), 2x16 LP Slots (Gen4) (Qty=1);BOQ1.pdf;1
127;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Motherboard supports ALL CPUs (required for CPUs 250W and above) (Qty=1);BOQ1.pdf;1
128;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Intel E810-XXV Dual Port 10/25GbE SFP28, OCP NIC 3.0 (Qty=1);BOQ1.pdf;1
129;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Broadcom 5720 Dual Port 1GbE LOM (Qty=1);BOQ1.pdf;1
130;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Intel E810-XXV Dual Port 10/25GbE SFP28 Adapter, PCIe Full Height (Qty=3);BOQ1.pdf;1
131;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Intel E810-XXV Dual Port 10/25GbE SFP28 Adapter, PCIe Low Profile (Qty=1);BOQ1.pdf;1
132;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;SolarFlare XtremeScale X2522 PLUS 10/25GbE PCIe DP SFP28, UltraLow Latency, TCP Direct,PTP, FH - DSS (Qty=2);BOQ1.pdf;1
133;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;SI,MOD,PCI,SFM10G-SR,10G,TRSVR (Qty=4);BOQ1.pdf;1
134;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;No Cables Required (Qty=1);BOQ1.pdf;1
135;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;PowerEdge 2U Standard Bezel (Qty=1);BOQ1.pdf;1
136;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;SFP+, SR, Optical Transceiver, Intel, 10Gb-1Gb (Qty=8);BOQ1.pdf;1
137;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;SFP28 SR Optic, 25GbE, 85C, for all SFP28 ports (Qty=2);BOQ1.pdf;1
138;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Red Hat Enterprise Linux, Non Factory Install, Requires License & Subscription Selection (Qty=1);BOQ1.pdf;1
139;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;No Media Required (Qty=1);BOQ1.pdf;1
140;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;RHEL, 2SKT,1 Physical OR 2Guest,3Yr PREMIUM SUB,Digitally Fulfilled (Qty=1);BOQ1.pdf;1
141;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;iDRAC9, Enterprise 16G (Qty=1);BOQ1.pdf;1
142;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;OpenManage Enterprise Advanced (Qty=1);BOQ1.pdf;1
143;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;No Quick Sync (Qty=1);BOQ1.pdf;1
144;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;iDRAC,Legacy Password (Qty=1);BOQ1.pdf;1
145;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;iDRAC Service Module (ISM), NOT Installed (Qty=1);BOQ1.pdf;1
146;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Spesifikasi Teknis (Qty=1);BOQ1.pdf;2
147;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;iDRAC Group Manager, Enabled (Qty=1);BOQ1.pdf;2
148;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Cable Management Arm, 2U (Qty=1);BOQ1.pdf;2
149;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;ReadyRails Sliding Rails (Qty=1);BOQ1.pdf;2
150;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;No Systems Documentation, No OpenManage DVD Kit (Qty=1);BOQ1.pdf;2
151;Spesifikasi Hardware - Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Prosupport Plus and 4Hr Mission Critical, 36 Month(s) (Qty=1);BOQ1.pdf;2
152;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Specification each unit : (Qty=1);BOQ1.pdf;2
153;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Trusted Platform Module 2.0 V3 (Qty=1);BOQ1.pdf;2
154;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;"2.5"" Chassis with up to 8 NVMe HWRAID Drives, Front PERC 12 (Qty=1)";BOQ1.pdf;2
155;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Intel  Xeon  Gold 6444Y 3.6G, 16C/32T, 16GT/s, 45M Cache, Turbo, HT (270W) DDR5-4800 (Qty=1);BOQ1.pdf;2
156;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Intel  Xeon  Gold 6444Y 3.6G, 16C/32T, 16GT/s, 45M Cache, Turbo, HT (270W) DDR5-4800 (Qty=1);BOQ1.pdf;2
157;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Heatsink for 2 CPU configuration (CPU greater than 165W) (Qty=1);BOQ1.pdf;2
158;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Performance Optimized (Qty=1);BOQ1.pdf;2
159;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;4800MT/s RDIMMs (Qty=1);BOQ1.pdf;2
160;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;16GB RDIMM, 4800MT/s Single Rank (Qty=16);BOQ1.pdf;2
161;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;C33, RAID 1 with NVMe and front PERC (Qty=1);BOQ1.pdf;2
162;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;PERC H965i Controller, Front (Qty=1);BOQ1.pdf;2
163;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Front PERC Mechanical Parts, rear load (Qty=1);BOQ1.pdf;2
164;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;BOSS-N1 controller card + with 2 M.2 480GB (RAID 1) (Qty=1);BOQ1.pdf;2
165;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;BOSS Cables and Bracket for R760 (Riser 1) (Qty=1);BOQ1.pdf;2
166;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;1.6TB Enterprise NVMe Mixed Use AG Drive U.2 Gen4 with carrier (Qty=2);BOQ1.pdf;2
167;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Performance BIOS Setting (Qty=1);BOQ1.pdf;2
168;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;UEFI BIOS Boot Mode with GPT Partition (Qty=1);BOQ1.pdf;2
169;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Very High Performance Fan x6 (Qty=1);BOQ1.pdf;2
170;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Dual, Hot-Plug,Power Supply Redundant (1+1), 1400W, Mixed Mode (Qty=1);BOQ1.pdf;2
171;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Jumper Cord - C13/C14, 4M, 250V, 10A (US, EU, TW, APCC countries except ANZ) (Qty=2);BOQ1.pdf;2
172;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Power Cord - C13, 1.9M, 250V, 10A (Indonesia, Laos, Vietnam) (Qty=2);BOQ1.pdf;2
173;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Riser Config 1, 6x8 FH Slots (Gen4), 2x16 LP Slots (Gen4) (Qty=1);BOQ1.pdf;2
174;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Motherboard supports ALL CPUs (required for CPUs 250W and above) (Qty=1);BOQ1.pdf;2
175;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Intel E810-XXV Dual Port 10/25GbE SFP28, OCP NIC 3.0 (Qty=1);BOQ1.pdf;2
176;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Broadcom 5720 Dual Port 1GbE LOM (Qty=1);BOQ1.pdf;2
177;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Intel E810-XXV Dual Port 10/25GbE SFP28 Adapter, PCIe Full Height (Qty=3);BOQ1.pdf;2
178;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Intel E810-XXV Dual Port 10/25GbE SFP28 Adapter, PCIe Low Profile (Qty=1);BOQ1.pdf;2
179;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;SolarFlare XtremeScale X2522 PLUS 10/25GbE PCIe DP SFP28, UltraLow Latency, TCP Direct,PTP, FH - DSS (Qty=6);BOQ1.pdf;2
180;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;SI,MOD,PCI,SFM10G-SR,10G,TRSVR (Qty=12);BOQ1.pdf;2
181;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;No Cables Required (Qty=1);BOQ1.pdf;2
182;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;PowerEdge 2U Standard Bezel (Qty=1);BOQ1.pdf;2
183;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;SFP+, SR, Optical Transceiver, Intel, 10Gb-1Gb (Qty=8);BOQ1.pdf;2
184;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;SFP28 SR Optic, 25GbE, 85C, for all SFP28 ports (Qty=2);BOQ1.pdf;2
185;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Red Hat Enterprise Linux, Non Factory Install, Requires License & Subscription Selection (Qty=1);BOQ1.pdf;2
186;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;No Media Required (Qty=1);BOQ1.pdf;2
187;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;RHEL, 2SKT,1 Physical OR 2Guest,3Yr PREMIUM SUB,Digitally Fulfilled (Qty=1);BOQ1.pdf;2
188;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;iDRAC9, Enterprise 16G (Qty=1);BOQ1.pdf;2
